"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","COFFEE","COFFEE - PRODUCTION, MEASURED IN LB, CHERRY BASIS","TOTAL","NOT SPECIFIED","27,300,000",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","COFFEE","COFFEE - PRODUCTION, MEASURED IN TONS","TOTAL","NOT SPECIFIED","13,650",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","COFFEE","COFFEE - YIELD, MEASURED IN LB / ACRE, CHERRY BASIS","TOTAL","NOT SPECIFIED","3,845",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","COFFEE","COFFEE - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.92",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","COFFEE","COFFEE, NOT SOLD - PRODUCTION, MEASURED IN LB, CHERRY BASIS","TOTAL","NOT SPECIFIED","900,000",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","COFFEE","COFFEE, UTILIZED - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","50,160,000",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","COFFEE","COFFEE, UTILIZED - PRODUCTION, MEASURED IN LB, CHERRY BASIS","TOTAL","NOT SPECIFIED","26,400,000",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","COFFEE","COFFEE, UTILIZED - PRODUCTION, MEASURED IN LB, GREEN BASIS","TOTAL","NOT SPECIFIED","5,480,000",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","COFFEE","COFFEE, UTILIZED - PRODUCTION, MEASURED IN LB, PARCHMENT BASIS","TOTAL","NOT SPECIFIED","6,850,000",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","COFFEE","COFFEE, UTILIZED - PRODUCTION, MEASURED IN TONS","TOTAL","NOT SPECIFIED","13,200",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CRANBERRIES","CRANBERRIES - ACRES HARVESTED","TOTAL","NOT SPECIFIED","39,300",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CRANBERRIES","CRANBERRIES - PRODUCTION, MEASURED IN BARRELS","TOTAL","NOT SPECIFIED","8,926,000",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CRANBERRIES","CRANBERRIES - PRODUCTION, MEASURED IN TONS","TOTAL","NOT SPECIFIED","446,300",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CRANBERRIES","CRANBERRIES - YIELD, MEASURED IN BARRELS / ACRE","TOTAL","NOT SPECIFIED","227.1",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CRANBERRIES","CRANBERRIES - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","11.36",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CRANBERRIES","CRANBERRIES, FRESH MARKET - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","13,611,000",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CRANBERRIES","CRANBERRIES, FRESH MARKET - PRODUCTION, MEASURED IN BARRELS","TOTAL","NOT SPECIFIED","267,660",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CRANBERRIES","CRANBERRIES, NOT SOLD - PRODUCTION, MEASURED IN BARRELS","TOTAL","NOT SPECIFIED","79,440",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CRANBERRIES","CRANBERRIES, PROCESSING - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","232,151,000",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CRANBERRIES","CRANBERRIES, PROCESSING - PRODUCTION, MEASURED IN BARRELS","TOTAL","NOT SPECIFIED","8,578,900",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CRANBERRIES","CRANBERRIES, UTILIZED - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","245,762,000",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CRANBERRIES","CRANBERRIES, UTILIZED - PRODUCTION, MEASURED IN BARRELS","TOTAL","NOT SPECIFIED","8,846,560",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CRANBERRIES","CRANBERRIES, UTILIZED - PRODUCTION, MEASURED IN TONS","TOTAL","NOT SPECIFIED","442,328",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CUCUMBERS","CUCUMBERS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","110,900",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CUCUMBERS","CUCUMBERS - ACRES PLANTED","TOTAL","NOT SPECIFIED","114,300",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CUCUMBERS","CUCUMBERS - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","322,999,000",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CUCUMBERS","CUCUMBERS - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","15,450,400",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CUCUMBERS","CUCUMBERS - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","139.3",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CUCUMBERS","CUCUMBERS, FRESH MARKET - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","160,120,000",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CUCUMBERS","CUCUMBERS, FRESH MARKET, UTILIZED - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","5,595,500",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CUCUMBERS","CUCUMBERS, NOT SOLD - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","29,600",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CUCUMBERS","CUCUMBERS, PROCESSING - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","162,879,000",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CUCUMBERS","CUCUMBERS, PROCESSING, UTILIZED - PRODUCTION, MEASURED IN TONS","TOTAL","NOT SPECIFIED","491,268",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CUCUMBERS","CUCUMBERS, UTILIZED - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","15,420,800",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","DATES","DATES - ACRES BEARING","TOTAL","NOT SPECIFIED","15,000",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","DATES","DATES - PRODUCTION, MEASURED IN TONS","TOTAL","NOT SPECIFIED","41,050",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","DATES","DATES - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","2.74",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","DATES","DATES, FRESH MARKET - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","132,595,000",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","DATES","DATES, FRESH MARKET - PRODUCTION, MEASURED IN TONS","TOTAL","NOT SPECIFIED","28,990",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","DATES","DATES, NOT SOLD - PRODUCTION, MEASURED IN TONS","TOTAL","NOT SPECIFIED","1,010",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","DATES","DATES, PROCESSING - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","19,580,000",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","DATES","DATES, PROCESSING - PRODUCTION, MEASURED IN TONS","TOTAL","NOT SPECIFIED","11,050",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","DATES","DATES, UTILIZED - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","152,175,000",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","DATES","DATES, UTILIZED - PRODUCTION, MEASURED IN TONS","TOTAL","NOT SPECIFIED","40,040",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - ACRES BEARING","TOTAL","NOT SPECIFIED","4,057,060",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS - INDEX FOR PRICE RECEIVED, 2011","TOTAL","NOT SPECIFIED","128.1",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","FRUIT & TREE NUT TOTALS","FRUIT & TREE NUT TOTALS, UTILIZED - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","29,317,722,000",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","GARLIC","GARLIC - ACRES HARVESTED","TOTAL","NOT SPECIFIED","29,900",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","GARLIC","GARLIC - ACRES PLANTED","TOTAL","NOT SPECIFIED","29,900",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","GARLIC","GARLIC - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","412,587,000",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","GARLIC","GARLIC - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","5,232,500",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","GARLIC","GARLIC - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","175",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","GARLIC","GARLIC, FRESH MARKET - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","347,966,000",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","GARLIC","GARLIC, FRESH MARKET, UTILIZED - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","1,831,400",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","GARLIC","GARLIC, NOT SOLD - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","GARLIC","GARLIC, PROCESSING - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","64,621,000",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","GARLIC","GARLIC, PROCESSING, UTILIZED - PRODUCTION, MEASURED IN TONS","TOTAL","NOT SPECIFIED","170,056",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","GARLIC","GARLIC, UTILIZED - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","5,232,500",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","GRAPEFRUIT","GRAPEFRUIT - ACRES BEARING","TOTAL","NOT SPECIFIED","54,800",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","GRAPEFRUIT","GRAPEFRUIT - PRODUCTION, MEASURED IN $, PHD EQUIV","TOTAL","NOT SPECIFIED","207,970,000",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","GRAPEFRUIT","GRAPEFRUIT - YIELD, MEASURED IN BOXES / ACRE","TOTAL","NOT SPECIFIED","228",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","GRAPEFRUIT","GRAPEFRUIT, FRESH MARKET - PRODUCTION, MEASURED IN $, PHD EQUIV","TOTAL","NOT SPECIFIED","175,042,000",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","GRAPEFRUIT","GRAPEFRUIT, FRESH MARKET - PRODUCTION, MEASURED IN TONS","TOTAL","NOT SPECIFIED","298,000",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","GRAPEFRUIT","GRAPEFRUIT, PROCESSING - PRODUCTION, MEASURED IN $, PHD EQUIV","TOTAL","NOT SPECIFIED","32,928,000",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","GRAPEFRUIT","GRAPEFRUIT, PROCESSING - PRODUCTION, MEASURED IN TONS","TOTAL","NOT SPECIFIED","211,000",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","GRAPEFRUIT","GRAPEFRUIT, UTILIZED - PRODUCTION, MEASURED IN BOXES","TOTAL","NOT SPECIFIED","12,480,000",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","GRAPEFRUIT","GRAPEFRUIT, UTILIZED - PRODUCTION, MEASURED IN TONS","TOTAL","NOT SPECIFIED","509,000",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","GRAPES","GRAPES - ACRES BEARING","TOTAL","NOT SPECIFIED","937,000",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","GRAPES","GRAPES - PRODUCTION, MEASURED IN TONS","TOTAL","NOT SPECIFIED","7,596,000",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","GRAPES","GRAPES - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","8.11",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","GRAPES","GRAPES, FRESH MARKET - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","1,230,768,000",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","GRAPES","GRAPES, FRESH MARKET - PRODUCTION, MEASURED IN TONS","TOTAL","NOT SPECIFIED","1,098,900",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","GRAPES","GRAPES, NOT SOLD - PRODUCTION, MEASURED IN TONS","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","GRAPES","GRAPES, PROCESSING - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","5,390,490,000",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","GRAPES","GRAPES, PROCESSING - PRODUCTION, MEASURED IN TONS","TOTAL","NOT SPECIFIED","6,497,100",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","GRAPES","GRAPES, UTILIZED - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","6,621,258,000",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","GRAPES","GRAPES, UTILIZED - PRODUCTION, MEASURED IN TONS","TOTAL","NOT SPECIFIED","7,596,000",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HAZELNUTS","HAZELNUTS - ACRES BEARING","TOTAL","NOT SPECIFIED","44,000",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HAZELNUTS","HAZELNUTS, IN SHELL - PRODUCTION, MEASURED IN TONS","TOTAL","NOT SPECIFIED","52,000",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HAZELNUTS","HAZELNUTS, IN SHELL - SALES, MEASURED IN TONS","TOTAL","NOT SPECIFIED","19,500",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HAZELNUTS","HAZELNUTS, SHELLED - SALES, MEASURED IN TONS","TOTAL","NOT SPECIFIED","12,600",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HAZELNUTS","HAZELNUTS, SHELLED - SALES, MEASURED IN TONS, IN SHELL BASIS","TOTAL","NOT SPECIFIED","31,500",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HAZELNUTS","HAZELNUTS, UTILIZED - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","1.16",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HAZELNUTS","HAZELNUTS, UTILIZED, IN SHELL - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","91,800,000",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","HAZELNUTS","HAZELNUTS, UTILIZED, IN SHELL - PRODUCTION, MEASURED IN TONS","TOTAL","NOT SPECIFIED","51,000",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","KIWIFRUIT","KIWIFRUIT - ACRES BEARING","TOTAL","NOT SPECIFIED","3,900",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","KIWIFRUIT","KIWIFRUIT - PRODUCTION, MEASURED IN TONS","TOTAL","NOT SPECIFIED","37,800",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","KIWIFRUIT","KIWIFRUIT - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","9.7",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","KIWIFRUIT","KIWIFRUIT, FRESH MARKET - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","55,566,000",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","KIWIFRUIT","KIWIFRUIT, FRESH MARKET - PRODUCTION, MEASURED IN TONS","TOTAL","NOT SPECIFIED","37,800",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","KIWIFRUIT","KIWIFRUIT, NOT SOLD - PRODUCTION, MEASURED IN TONS","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","KIWIFRUIT","KIWIFRUIT, PROCESSING - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","KIWIFRUIT","KIWIFRUIT, PROCESSING - PRODUCTION, MEASURED IN TON","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","KIWIFRUIT","KIWIFRUIT, UTILIZED - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","55,566,000",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","KIWIFRUIT","KIWIFRUIT, UTILIZED - PRODUCTION, MEASURED IN TONS","TOTAL","NOT SPECIFIED","37,800",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","LEMONS","LEMONS - ACRES BEARING","TOTAL","NOT SPECIFIED","54,300",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","LEMONS","LEMONS - PRODUCTION, MEASURED IN $, PHD EQUIV","TOTAL","NOT SPECIFIED","715,761,000",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","LEMONS","LEMONS - YIELD, MEASURED IN BOXES / ACRE","TOTAL","NOT SPECIFIED","409",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","LEMONS","LEMONS, FRESH MARKET - PRODUCTION, MEASURED IN $, PHD EQUIV","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","LEMONS","LEMONS, FRESH MARKET - PRODUCTION, MEASURED IN TONS","TOTAL","NOT SPECIFIED","680,000",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","LEMONS","LEMONS, PROCESSING - PRODUCTION, MEASURED IN $, PHD EQUIV","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","LEMONS","LEMONS, PROCESSING - PRODUCTION, MEASURED IN TONS","TOTAL","NOT SPECIFIED","208,000",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","LEMONS","LEMONS, UTILIZED - PRODUCTION, MEASURED IN BOXES","TOTAL","NOT SPECIFIED","22,200,000",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","LEMONS","LEMONS, UTILIZED - PRODUCTION, MEASURED IN TONS","TOTAL","NOT SPECIFIED","888,000",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","LETTUCE","LETTUCE, HEAD - ACRES HARVESTED","TOTAL","NOT SPECIFIED","120,300",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","LETTUCE","LETTUCE, HEAD - ACRES PLANTED","TOTAL","NOT SPECIFIED","120,700",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","LETTUCE","LETTUCE, HEAD - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","1,219,857,000",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","LETTUCE","LETTUCE, HEAD - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","40,561,000",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","LETTUCE","LETTUCE, HEAD - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","337.2",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","LETTUCE","LETTUCE, HEAD, FRESH MARKET - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","1,219,857,000",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","LETTUCE","LETTUCE, HEAD, FRESH MARKET, UTILIZED - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","40,561,000",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","LETTUCE","LETTUCE, HEAD, NOT SOLD - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","LETTUCE","LETTUCE, HEAD, UTILIZED - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","40,561,000",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","LETTUCE","LETTUCE, LEAF - ACRES HARVESTED","TOTAL","NOT SPECIFIED","65,700",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","LETTUCE","LETTUCE, LEAF - ACRES PLANTED","TOTAL","NOT SPECIFIED","66,800",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","LETTUCE","LETTUCE, LEAF - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","555,982,000",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","LETTUCE","LETTUCE, LEAF - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","10,728,000",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","LETTUCE","LETTUCE, LEAF - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","163.3",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","LETTUCE","LETTUCE, LEAF, FRESH MARKET - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","555,982,000",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","LETTUCE","LETTUCE, LEAF, FRESH MARKET, UTILIZED - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","10,728,000",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","LETTUCE","LETTUCE, LEAF, NOT SOLD - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","LETTUCE","LETTUCE, LEAF, UTILIZED - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","10,728,000",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","LETTUCE","LETTUCE, ROMAINE - ACRES HARVESTED","TOTAL","NOT SPECIFIED","99,600",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","LETTUCE","LETTUCE, ROMAINE - ACRES PLANTED","TOTAL","NOT SPECIFIED","101,500",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","LETTUCE","LETTUCE, ROMAINE - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","901,186,000",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","LETTUCE","LETTUCE, ROMAINE - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","29,233,000",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","LETTUCE","LETTUCE, ROMAINE - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","293.5",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","LETTUCE","LETTUCE, ROMAINE, FRESH MARKET - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","901,186,000",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","LETTUCE","LETTUCE, ROMAINE, FRESH MARKET, UTILIZED - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","29,029,400",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","LETTUCE","LETTUCE, ROMAINE, NOT SOLD - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","203,600",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","LETTUCE","LETTUCE, ROMAINE, UTILIZED - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","29,029,400",""
